model,spam_f1_mean,spam_f1_low,spam_f1_high,spam_recall_mean,spam_recall_low,spam_recall_high
lr_balanced,0.9422401371163803,0.9110320284697508,0.9677471050454922,0.9323657241299655,0.8895923520923521,0.9724185167690127
