threshold,spam_precision,spam_recall,spam_f1
0.3,0.9915966386554622,0.7919463087248322,0.8805970149253731
0.5,1.0,0.7046979865771812,0.8267716535433071
0.7,1.0,0.610738255033557,0.7583333333333333
