threshold,spam_precision,spam_recall,spam_f1
0.3,0.7258883248730964,0.959731543624161,0.8265895953757225
0.5,0.952054794520548,0.9328859060402684,0.9423728813559322
0.7,0.9924242424242424,0.8791946308724832,0.9323843416370107
