fpr,tpr,threshold
0.0,0.0,inf
0.0,0.006711409395973154,0.9574969547413739
0.0,0.053691275167785234,0.8623390277669432
0.0,0.06711409395973154,0.8622240180479309
0.0,0.12080536912751678,0.840402958763343
0.0,0.14093959731543623,0.8386400450283964
0.0,0.348993288590604,0.7420282497847769
0.0,0.3624161073825503,0.7419593888777729
0.0,0.44966442953020136,0.7199128611240064
0.0,0.46308724832214765,0.7140692189344223
0.0,0.5033557046979866,0.678667034606033
0.0,0.5167785234899329,0.6735341635463984
0.0,0.5704697986577181,0.6534859258581116
0.0,0.5906040268456376,0.645787630357454
0.0,0.7181208053691275,0.558825715148692
0.0010351966873706005,0.7181208053691275,0.5568971741891698
0.0010351966873706005,0.8859060402684564,0.37096000450143457
0.002070393374741201,0.8859060402684564,0.35311564188119426
0.002070393374741201,0.9060402684563759,0.3265509595701782
0.003105590062111801,0.9060402684563759,0.32492026792407197
0.003105590062111801,0.9194630872483222,0.27832002142607365
0.006211180124223602,0.9194630872483222,0.24470115007534635
0.006211180124223602,0.9261744966442953,0.23988818743089566
0.007246376811594203,0.9261744966442953,0.23841311664215312
0.007246376811594203,0.9328859060402684,0.23597304345285425
0.019668737060041408,0.9328859060402684,0.1882694754678398
0.019668737060041408,0.9395973154362416,0.186329652203459
0.028985507246376812,0.9395973154362416,0.17120042668751992
0.028985507246376812,0.9463087248322147,0.17105928484384014
0.030020703933747412,0.9463087248322147,0.16957439644308625
0.030020703933747412,0.9530201342281879,0.16048380234950002
0.032091097308488616,0.9530201342281879,0.1584413442315368
0.041407867494824016,0.9530201342281879,0.1456381223552685
0.041407867494824016,0.959731543624161,0.14335453801195808
0.060041407867494824,0.959731543624161,0.12204043608375587
0.060041407867494824,0.9664429530201343,0.1219464960413251
0.10662525879917184,0.9664429530201343,0.09330258174892335
0.10662525879917184,0.9731543624161074,0.09304644291865145
0.10973084886128365,0.9731543624161074,0.0913189081987196
0.10973084886128365,0.9798657718120806,0.0912650831627491
0.13975155279503104,0.9798657718120806,0.08224144449699285
0.14389233954451347,0.9865771812080537,0.08217691516008174
0.21842650103519667,0.9865771812080537,0.07049893020940146
0.2204968944099379,0.9865771812080537,0.07046049372952834
0.2795031055900621,0.9865771812080537,0.062481339060157584
0.2795031055900621,0.9932885906040269,0.06247670897941035
0.2981366459627329,0.9932885906040269,0.06138752082358317
0.3002070393374741,0.9932885906040269,0.06133822795427111
0.34679089026915116,0.9932885906040269,0.05689767881986491
0.34886128364389235,0.9932885906040269,0.056848738726002726
0.37681159420289856,0.9932885906040269,0.05521372230522121
0.37888198757763975,0.9932885906040269,0.05517919024574669
0.41511387163561075,0.9932885906040269,0.052837840882012786
0.41718426501035194,0.9932885906040269,0.05263085657388891
0.427536231884058,0.9932885906040269,0.05203862831508385
0.42960662525879917,0.9932885906040269,0.051950621592774505
0.4472049689440994,0.9932885906040269,0.05077200424099307
0.4492753623188406,0.9932885906040269,0.05062390387527354
0.4927536231884058,0.9932885906040269,0.048690362698772686
0.494824016563147,0.9932885906040269,0.048628001502186165
0.49585921325051757,0.9932885906040269,0.04853287010177199
0.4979296066252588,0.9932885906040269,0.04841196533971075
0.510351966873706,0.9932885906040269,0.04778362444849327
0.5124223602484472,0.9932885906040269,0.047650728003325836
0.5320910973084886,0.9932885906040269,0.04668911928973432
0.5341614906832298,0.9932885906040269,0.04657945334248309
0.587991718426501,0.9932885906040269,0.04292396575369772
0.5900621118012422,0.9932885906040269,0.042864812917742995
0.6231884057971014,0.9932885906040269,0.04137991370714723
0.6252587991718427,0.9932885906040269,0.041377139694377514
0.6418219461697723,0.9932885906040269,0.040525645680015175
0.6490683229813664,0.9932885906040269,0.04049954445920671
0.650103519668737,0.9932885906040269,0.04048930037119634
0.6521739130434783,0.9932885906040269,0.04048500864271212
0.6904761904761905,0.9932885906040269,0.03799778743134124
0.6925465838509317,0.9932885906040269,0.0379139422842502
0.6977225672877847,0.9932885906040269,0.03755661922325162
0.6997929606625258,0.9932885906040269,0.03747797394135386
0.7525879917184265,0.9932885906040269,0.034310662188021784
0.7525879917184265,1.0,0.03422103823608728
0.979296066252588,1.0,0.016979742942892204
0.9824016563146998,1.0,0.01688639690752394
1.0,1.0,0.010643892138314199
