model,spam_f1_mean,spam_f1_low,spam_f1_high,spam_recall_mean,spam_recall_low,spam_recall_high
lr,0.8797362357388393,0.8357142857142857,0.9192982456140351,0.7909666861488853,0.7241265880217785,0.8520720476706393
