threshold,spam_precision,spam_recall,spam_f1
0.3,0.9782608695652174,0.9060402684563759,0.9407665505226481
0.5,0.9915966386554622,0.7919463087248322,0.8805970149253731
0.7,1.0,0.46308724832214765,0.6330275229357798
