model,spam_f1_mean,spam_f1_low,spam_f1_high,spam_recall_mean,spam_recall_low,spam_recall_high
nb,0.8271336699350929,0.7764465786314526,0.8790344735909252,0.7060735837677198,0.6345833333333333,0.7841761884609959
